Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Justine,2022-07-30 12:23:55,00:26:13,,Virgin River: Saison 4: Mayday (Épisode 5),,Firefox PC (Cadmium),00:39:26,00:39:26,FR (France)
Justine,2022-07-30 10:14:49,00:00:42,Autoplayed: user action: None; ,Virgin River: Saison 4: Mayday (Épisode 5),,Firefox PC (Cadmium),00:01:09,Not latest view,FR (France)
Justine,2022-07-30 09:38:32,00:28:27,,Virgin River: Saison 4: Les caprices du cœur (Épisode 4),,Firefox PC (Cadmium),00:42:47,00:42:47,FR (France)
Justine,2022-07-30 09:10:43,00:27:47,,Virgin River: Saison 4: Sur le grill (Épisode 3),,Firefox PC (Cadmium),00:41:48,00:41:48,FR (France)
Justine,2022-07-30 08:27:54,00:29:18,,Virgin River: Saison 4: L'instinct paternel ? (Épisode 2),,Firefox PC (Cadmium),00:44:04,00:44:04,FR (France)
Justine,2022-07-30 07:52:16,00:25:35,,Virgin River: Saison 4: Un bébé avec toi (Épisode 1),,Firefox PC (Cadmium),00:42:32,00:42:32,FR (France)
Justine,2022-07-30 07:52:00,00:00:11,,Virgin River: Saison 4: Mayday (Épisode 5),,Firefox PC (Cadmium),00:00:08,Not latest view,FR (France)
Justine,2022-07-30 00:26:13,00:01:31,Autoplayed: user action: None; ,Virgin River: Saison 4: Mayday (Épisode 5),,Firefox PC (Cadmium),00:02:00,Not latest view,FR (France)
Justine,2022-07-29 23:52:05,00:34:07,,Virgin River: Saison 4: Les caprices du cœur (Épisode 4),,Firefox PC (Cadmium),00:42:45,Not latest view,FR (France)
Justine,2022-07-29 23:18:44,00:33:20,,Virgin River: Saison 4: Sur le grill (Épisode 3),,Firefox PC (Cadmium),00:41:47,Not latest view,FR (France)
Justine,2022-07-29 22:43:35,00:35:08,,Virgin River: Saison 4: L'instinct paternel ? (Épisode 2),,Firefox PC (Cadmium),00:44:01,Not latest view,FR (France)
Justine,2022-07-29 22:07:30,00:34:00,,Virgin River: Saison 4: Un bébé avec toi (Épisode 1),,Firefox PC (Cadmium),00:42:29,Not latest view,FR (France)
Justine,2022-07-29 22:04:24,00:00:02,,Uncoupled: Saison 1: Chapitre 1 (Épisode 1),,Firefox PC (Cadmium),00:00:02,00:00:02,FR (France)
Justine,2022-07-29 06:24:36,00:00:06,,Ma maison rêvée: Saison 3: Une cuisine de rêve devenue réalité (Épisode 1),,Firefox PC (Cadmium),00:00:06,00:00:06,FR (France)
Justine,2022-07-28 21:02:05,00:24:52,Autoplayed: user action: None; ,Ma maison rêvée: Saison 3: Un espace ouvert (Épisode 2),,Firefox PC (Cadmium),00:24:57,00:24:57,FR (France)
Justine,2022-07-28 20:33:05,00:28:58,,Ma maison rêvée: Saison 3: Une cuisine de rêve devenue réalité (Épisode 1),,Firefox PC (Cadmium),00:28:58,Not latest view,FR (France)
Justine,2022-07-28 20:28:28,00:01:11,,Saison 1 (Bande-annonce) : Le Chemin de l'olivier,TRAILER,Firefox PC (Cadmium),00:01:11,00:01:11,FR (France)
Justine,2022-07-28 09:14:00,00:10:51,,Rebelde: Saison 2: Ser o Parecer (Épisode 2),,Firefox PC (Cadmium),00:15:54,Not latest view,FR (France)
Justine,2022-07-28 08:14:00,00:33:34,,Rebelde: Saison 2: La rentrée (Épisode 1),,Firefox PC (Cadmium),00:41:55,00:41:55,FR (France)
Justine,2022-07-13 16:13:59,00:18:45,Autoplayed: user action: None; ,Manifest: Saison 1: Un pilote dans l'avion (Épisode 11),,Bouygues Telecom BrooklynTV MVPD STB,00:19:37,Not latest view,FR (France)
Justine,2022-07-12 17:31:21,00:40:34,,Manifest: Saison 1: La quête du Graal (Épisode 10),,Bouygues Telecom BrooklynTV MVPD STB,00:41:33,00:41:33,FR (France)
Justine,2022-07-12 17:20:16,00:11:01,Autoplayed: user action: User_Interaction; ,Manifest: Saison 1: Les sanglots longs de l'automne (Épisode 9),,Bouygues Telecom BrooklynTV MVPD STB,00:41:29,00:41:29,FR (France)
Justine,2022-07-12 16:32:23,00:47:33,Autoplayed: user action: User_Interaction; ,Le Mensonge: Season 1: Le dernier combat (Épisode 4),,Bouygues Telecom BrooklynTV MVPD STB,00:46:49,00:46:49,FR (France)
Justine,2022-07-12 16:10:42,00:21:33,,Le Mensonge: Season 1: L'impasse (Épisode 3),,Bouygues Telecom BrooklynTV MVPD STB,00:45:08,00:45:08,FR (France)
Justine,2022-07-12 16:10:29,00:00:04,Autoplayed: user action: None; ,Manifest: Saison 1: Les sanglots longs de l'automne (Épisode 9),,Bouygues Telecom BrooklynTV MVPD STB,00:30:32,Not latest view,FR (France)
Justine,2022-07-12 15:46:45,00:23:35,,Le Mensonge: Season 1: L'impasse (Épisode 3),,Bouygues Telecom BrooklynTV MVPD STB,00:23:35,Not latest view,FR (France)
Justine,2022-07-12 07:33:48,00:00:18,Autoplayed: user action: None; ,Le Mensonge: Season 1: L'impasse (Épisode 3),,Bouygues Telecom BrooklynTV MVPD STB,00:00:18,Not latest view,FR (France)
Justine,2022-07-12 06:44:13,00:39:14,Autoplayed: user action: User_Interaction; ,Le Mensonge: Season 1: L'engrenage (Épisode 2),,Bouygues Telecom BrooklynTV MVPD STB,00:46:54,00:46:54,FR (France)
Justine,2022-07-11 22:10:25,00:29:41,,Manifest: Saison 1: Les sanglots longs de l'automne (Épisode 9),,Bouygues Telecom BrooklynTV MVPD STB,00:30:29,Not latest view,FR (France)
Justine,2022-07-11 21:28:48,00:41:34,,Manifest: Saison 1: Châtiment divin (Épisode 8),,Bouygues Telecom BrooklynTV MVPD STB,00:42:22,00:42:22,FR (France)
Justine,2022-07-11 21:20:41,00:07:59,Autoplayed: user action: User_Interaction; ,Manifest: Saison 1: En un battement de cœur (Épisode 7),,Bouygues Telecom BrooklynTV MVPD STB,00:41:42,00:41:42,FR (France)
Justine,2022-07-11 12:28:44,00:32:05,,Manifest: Saison 1: En un battement de cœur (Épisode 7),,Bouygues Telecom BrooklynTV MVPD STB,00:34:31,Not latest view,FR (France)
Justine,2022-07-11 12:05:31,00:01:42,Autoplayed: user action: None; ,Manifest: Saison 1: En un battement de cœur (Épisode 7),,Bouygues Telecom BrooklynTV MVPD STB,00:02:29,Not latest view,FR (France)
Justine,2022-07-11 11:23:44,00:41:45,,Manifest: Saison 1: La fièvre bulgare (Épisode 6),,Bouygues Telecom BrooklynTV MVPD STB,00:42:23,00:42:23,FR (France)
Justine,2022-07-11 10:42:36,00:41:05,,Manifest: Saison 1: Tout est relié (Épisode 5),,Bouygues Telecom BrooklynTV MVPD STB,00:41:52,00:41:52,FR (France)
Justine,2022-07-11 10:01:04,00:41:28,Autoplayed: user action: User_Interaction; ,Manifest: Saison 1: L'ange des eaux (Épisode 4),,Bouygues Telecom BrooklynTV MVPD STB,00:42:22,00:42:22,FR (France)
Justine,2022-07-11 09:38:14,00:07:39,Autoplayed: user action: User_Interaction; ,Le Mensonge: Season 1: L'engrenage (Épisode 2),,Bouygues Telecom BrooklynTV MVPD STB,00:07:40,Not latest view,FR (France)
Justine,2022-07-11 09:12:43,00:25:15,Autoplayed: user action: User_Interaction; ,Le Mensonge: Season 1: La chute (Épisode 1),,Bouygues Telecom BrooklynTV MVPD STB,00:45:42,00:45:42,FR (France)
Justine,2022-07-10 21:13:59,00:41:36,Autoplayed: user action: None; ,Manifest: Saison 1: Affronter la vérité (Épisode 3),,Bouygues Telecom BrooklynTV MVPD STB,00:42:18,00:42:18,FR (France)
Justine,2022-07-10 20:56:04,00:17:52,,Manifest: Saison 1: Une musique dans la tête (Épisode 2),,Bouygues Telecom BrooklynTV MVPD STB,00:41:51,00:41:51,FR (France)
Justine,2022-07-10 20:32:22,00:23:24,,Manifest: Saison 1: Une musique dans la tête (Épisode 2),,Bouygues Telecom BrooklynTV MVPD STB,00:24:01,Not latest view,FR (France)
Justine,2022-07-10 19:35:29,00:41:54,Autoplayed: user action: User_Interaction; ,Manifest: Saison 1: Pilote (Épisode 1),,Bouygues Telecom BrooklynTV MVPD STB,00:41:55,00:41:55,FR (France)
Justine,2022-07-10 10:06:48,00:15:34,,Stranger Things: Stranger Things 4: Chapitre neuf : L'infiltration (Épisode 9),,Bouygues Telecom BrooklynTV MVPD STB,02:22:11,02:22:11,FR (France)
Justine,2022-07-10 09:01:10,01:04:09,Autoplayed: user action: None; ,Stranger Things: Stranger Things 4: Chapitre neuf : L'infiltration (Épisode 9),,Bouygues Telecom BrooklynTV MVPD STB,02:06:39,Not latest view,FR (France)
Justine,2022-07-10 08:40:25,00:20:29,Autoplayed: user action: User_Interaction; ,Le Mensonge: Season 1: La chute (Épisode 1),,Bouygues Telecom BrooklynTV MVPD STB,00:20:29,Not latest view,FR (France)
Justine,2022-07-09 18:34:51,01:13:40,,Stranger Things: Stranger Things 4: Chapitre neuf : L'infiltration (Épisode 9),,Bouygues Telecom BrooklynTV MVPD STB,01:15:41,Not latest view,FR (France)
Justine,2022-07-09 18:34:29,00:00:10,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 4: Chapitre huit : Papa (Épisode 8),,Bouygues Telecom BrooklynTV MVPD STB,01:11:01,01:11:01,FR (France)
Justine,2022-07-08 19:05:40,00:38:32,,L'Amour cash: Saison 1: L'heure des comptes (Épisode 7),,Firefox PC (Cadmium),00:49:46,00:49:46,FR (France)
Justine,2022-07-07 20:10:53,00:00:32,Autoplayed: user action: None; ,L'Amour cash: Saison 1: L'heure des comptes (Épisode 7),,Firefox PC (Cadmium),00:01:58,Not latest view,FR (France)
Justine,2022-07-07 19:34:04,00:36:48,,L'Amour cash: Saison 1: Au-delà des limites (Épisode 6),,Firefox PC (Cadmium),00:47:18,00:47:18,FR (France)
Justine,2022-07-07 18:33:43,00:16:57,,L'Amour cash: Saison 1: Face à face (Épisode 5),,Firefox PC (Cadmium),00:45:47,00:45:47,FR (France)
Justine,2022-07-07 18:33:09,00:00:02,,Stranger Things: Stranger Things 4: Chapitre huit : Papa (Épisode 8),,Firefox PC (Cadmium),01:10:52,Not latest view,FR (France)
Justine,2022-07-07 16:29:55,00:00:01,,Stranger Things: Stranger Things 4: Chapitre huit : Papa (Épisode 8),,Firefox PC (Cadmium),01:10:50,Not latest view,FR (France)
Justine,2022-07-06 19:17:12,01:04:58,,Stranger Things: Stranger Things 4: Chapitre huit : Papa (Épisode 8),,Firefox PC (Cadmium),01:10:48,Not latest view,FR (France)
Justine,2022-07-04 21:30:57,00:18:34,,L'Amour cash: Saison 1: Face à face (Épisode 5),,Firefox PC (Cadmium),00:24:20,Not latest view,FR (France)
Justine,2022-07-04 21:07:37,00:23:18,,L'Amour cash: Saison 1: On récolte ce que l'on sème (Épisode 4),,Firefox PC (Cadmium),00:45:29,00:45:29,FR (France)
Justine,2022-07-04 18:43:38,00:16:58,,L'Amour cash: Saison 1: On récolte ce que l'on sème (Épisode 4),,Firefox PC (Cadmium),00:22:10,Not latest view,FR (France)
Justine,2022-07-04 17:51:29,00:38:11,,L'Amour cash: Saison 1: Un océan de doutes (Épisode 3),,Firefox PC (Cadmium),00:48:44,00:48:44,FR (France)
Justine,2022-07-04 16:39:29,00:24:45,,Umbrella Academy: Saison 3: Oblivion (Épisode 10),,Chrome PC (Cadmium),00:49:17,00:49:17,FR (France)
Justine,2022-07-04 14:38:43,00:21:21,,Umbrella Academy: Saison 3: Oblivion (Épisode 10),,Chrome PC (Cadmium),00:21:30,Not latest view,FR (France)
Justine,2022-07-04 13:57:32,00:35:27,,Umbrella Academy: Saison 3: Les sept cloches (Épisode 9),,Chrome PC (Cadmium),00:35:41,00:35:41,FR (France)
Justine,2022-07-04 13:03:13,00:44:56,,Umbrella Academy: Saison 3: Le mariage de la fin du monde (Épisode 8),,Chrome PC (Cadmium),00:45:01,00:45:01,FR (France)
Justine,2022-07-04 12:02:16,00:51:49,,Umbrella Academy: Saison 3: Auf Wiedersehen (Épisode 7),,Chrome PC (Cadmium),00:47:32,00:47:32,FR (France)
Justine,2022-07-04 12:02:14,00:00:01,,Umbrella Academy: Saison 3: Marigold (Épisode 6),,Chrome PC (Cadmium),00:43:40,00:43:40,FR (France)
Justine,2022-07-04 01:49:32,00:43:24,,Umbrella Academy: Saison 3: Marigold (Épisode 6),,Chrome PC (Cadmium),00:43:39,Not latest view,FR (France)
Justine,2022-07-04 00:49:53,00:39:16,,Umbrella Academy: Saison 3: Un moindre mal (Épisode 5),,Chrome PC (Cadmium),00:40:10,00:40:10,FR (France)
Justine,2022-07-04 00:02:28,00:47:23,,Umbrella Academy: Saison 3: Kugelblitz (Épisode 4),,Chrome PC (Cadmium),00:47:08,00:47:08,FR (France)
Justine,2022-07-03 23:17:17,00:44:26,,Umbrella Academy: Saison 3: Les éclairs de Lester (Épisode 3),,Chrome PC (Cadmium),00:44:41,00:44:41,FR (France)
Justine,2022-07-03 22:29:44,00:47:33,,Umbrella Academy: Saison 3: La plus grosse pelote de ficelle du monde (Épisode 2),,Chrome PC (Cadmium),00:47:47,00:47:47,FR (France)
Justine,2022-07-03 21:40:52,00:45:29,,Umbrella Academy: Saison 3: Mes enfants (Épisode 1),,Chrome PC (Cadmium),00:45:43,00:45:43,FR (France)
Justine,2022-07-03 20:41:57,00:45:59,,Umbrella Academy: Saison 2: La fin de quelque chose (Épisode 10),,Chrome PC (Cadmium),00:46:56,00:46:56,FR (France)
Justine,2022-07-03 19:55:11,01:52:36,,"Moi, apprivoisée ?",,Firefox PC (Cadmium),01:52:36,01:52:36,FR (France)
Justine,2022-07-03 19:54:41,00:38:04,,Umbrella Academy: Saison 2: 743 (Épisode 9),,Chrome PC (Cadmium),00:38:15,00:38:15,FR (France)
Justine,2022-07-03 19:50:03,00:03:27,,Un after mortel,,Firefox PC (Cadmium),01:23:13,01:23:13,FR (France)
Justine,2022-07-03 19:48:56,00:00:37,Autoplayed: user action: None; ,L'Amour cash: Saison 1: Un océan de doutes (Épisode 3),,Firefox PC (Cadmium),00:01:16,Not latest view,FR (France)
Justine,2022-07-03 19:32:53,00:06:35,,Umbrella Academy: Saison 2: Les sept phases (Épisode 8),,Chrome PC (Cadmium),00:44:45,00:44:45,FR (France)
Justine,2022-07-03 19:08:16,00:38:23,,L'Amour cash: Saison 1: La confiance ou la caisse (Épisode 2),,Firefox PC (Cadmium),00:48:43,00:48:43,FR (France)
Justine,2022-07-03 18:30:03,00:36:34,,"L'Amour cash: Saison 1: Amour, argent et mensonges (Épisode 1)",,Firefox PC (Cadmium),00:45:50,00:45:50,FR (France)
Justine,2022-07-03 17:56:15,00:28:21,,The Royals: Saison 4: Qu'il parle maintenant ou se taise à jamais (Épisode 10),,Firefox PC (Cadmium),00:43:36,00:43:36,FR (France)
Justine,2022-07-03 17:21:25,00:28:15,,The Royals: Saison 4: Les trahisons ruisselleront (Épisode 9),,Firefox PC (Cadmium),00:43:15,00:43:15,FR (France)
Justine,2022-07-03 07:58:08,00:00:06,Autoplayed: user action: None; ,The Royals: Saison 4: Les trahisons ruisselleront (Épisode 9),,Firefox PC (Cadmium),00:01:10,Not latest view,FR (France)
Justine,2022-07-03 07:41:00,00:17:02,,The Royals: Saison 4: Une nuit ordinaire au palais (Épisode 8),,Firefox PC (Cadmium),00:43:14,00:43:14,FR (France)
Justine,2022-07-02 19:13:20,00:42:16,,Nouvelle École: Saison 1: La finale (Épisode 8),,Firefox PC (Cadmium),00:42:22,00:42:22,FR (France)
Justine,2022-07-02 19:08:17,00:05:01,,Nouvelle École: Saison 1: En featuring (Épisode 7),,Firefox PC (Cadmium),00:40:53,00:40:53,FR (France)
Justine,2022-07-02 19:00:24,00:07:20,,Stranger Things: Stranger Things 4: Chapitre huit : Papa (Épisode 8),,Firefox PC (Cadmium),00:08:03,Not latest view,FR (France)
Justine,2022-07-02 18:45:05,00:02:23,,Récap : Batch 2,RECAP,Firefox PC (Cadmium),00:02:23,00:02:23,FR (France)
Justine,2022-07-02 18:44:48,00:00:01,,The Royals: Saison 4: Une nuit ordinaire au palais (Épisode 8),,Firefox PC (Cadmium),00:17:43,Not latest view,FR (France)
Justine,2022-07-02 10:55:05,00:11:02,Autoplayed: user action: None; ,The Royals: Saison 4: Une nuit ordinaire au palais (Épisode 8),,Firefox PC (Cadmium),00:17:41,Not latest view,FR (France)
Justine,2022-07-02 10:26:58,00:28:06,,The Royals: Saison 4: Pardonne-moi mes qualités (Épisode 7),,Firefox PC (Cadmium),00:43:14,00:43:14,FR (France)
Justine,2022-07-02 09:58:46,00:28:11,,The Royals: Saison 4: Festin Royal (Épisode 6),,Firefox PC (Cadmium),00:43:14,00:43:14,FR (France)
Justine,2022-07-02 09:21:31,00:27:52,,The Royals: Saison 4: Ces sourires qui cachent une dague (Épisode 5),,Firefox PC (Cadmium),00:43:14,00:43:14,FR (France)
Justine,2022-07-02 08:53:26,00:28:04,,The Royals: Saison 4: Une nuit aussi noire que ses desseins (Épisode 4),,Firefox PC (Cadmium),00:43:15,00:43:15,FR (France)
Justine,2022-07-02 08:07:25,00:28:04,,The Royals: Saison 4: Dans les pas d'une ombre royale (Épisode 3),,Firefox PC (Cadmium),00:43:15,00:43:15,FR (France)
Justine,2022-07-02 07:48:08,00:15:07,,The Royals: Saison 4: La vérité nous rendra libres (Épisode 2),,Firefox PC (Cadmium),00:43:14,00:43:14,FR (France)
Justine,2022-07-02 01:09:49,00:37:59,,Umbrella Academy: Saison 2: Les sept phases (Épisode 8),,Chrome PC (Cadmium),00:38:10,Not latest view,FR (France)
Justine,2022-07-02 00:26:34,00:43:11,,Umbrella Academy: Saison 2: Öga för öga (Épisode 7),,Chrome PC (Cadmium),00:45:04,00:45:04,FR (France)
Justine,2022-07-02 00:04:16,00:22:13,,Umbrella Academy: Saison 2: Un dîner léger (Épisode 6),,Chrome PC (Cadmium),00:47:47,00:47:47,FR (France)
Justine,2022-06-30 21:06:13,00:35:47,,Nouvelle École: Saison 1: En featuring (Épisode 7),,Firefox PC (Cadmium),00:35:52,Not latest view,FR (France)
